"Buurten (2021)";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2019";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2020";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2021";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2022"
"Wadenoijenlaan e.o.";0;0;"";""
"Elzenpas";0;1;"";""
"Westroijen";0;0;"";""
"Rauwenhof e.o.";0;0;"";""
"Rauwenhof";0;1;"";""
"Drumpt";0;1;"";""
"Industrieterrein Medel";"";"";"";""
"Veluwe";0;0;"";""
"Industrieterrein Kellen";"";"";"";""
"Wadenoijen";0;0;"";""
"Kapel-Avezaath";0;0;"";""
"Kapel-Avezaath e.o.";0;0;"";""
"Wadenoijen e.o.";0;0;"";""
"Passewaaij-Noord-West";0;0;"";""
"Passewaaij-Noord-Oost";0;1;"";""
"Passewaaij-Zuid-West";0;1;"";""
"Passewaaij-Zuid-Oost";0;1;"";""
"Passewaaij e.o.";0;0;"";""
"Zennewijnen";0;0;"";""
"Zennewijnen e.o.";0;0;"";""
"Binnenstad West";0;0;"";""
"Binnenstad Oost";0;0;"";""
"Koningsplein";0;0;"";""
"Oude Dijk";0;0;"";""
"Veemarktkwartier";"";"";"";""
"Tivoli";0;0;"";""
"Hoogvenne Oost";0;0;"";""
"Hoogvenne West";0;0;"";""
"Piushaven";0;"";"";""
"Armhoef Noord-West";0;0;"";""
"Armhoef Noord-Oost";0;0;"";""
"Armhoef Zuid";0;0;"";""
"Jeruzalem Noord";0;0;"";""
"Jeruzalem Zuid";0;0;"";""
"Fatima West";0;0;"";""
"Fatima Oost";"";"";"";""
"Fatima Noord";"";"";"";""
"Bedrijventerrein AaBe";"";"";"";""
"Hoevenseweg";0;0;"";""
"Broekhoven I West";"";0;"";""
"Broekhoven I";0;0;"";""
"Voltterrein";"";0;"";""
"Broekhoven II West";0;0;"";""
"Broekhoven II Oost";0;0;"";""
"Afrikaanderbuurt West";0;0;"";""
"Afrikaanderbuurt Midden";0;0;"";""
"Afrikaanderbuurt Oost";0;0;"";""
"Zeeheldenbuurt";0;0;"";""
"Kromhoutpark";0;0;"";""
"Westend";"";0;"";""
"Schildersbuurt Noord";"";0;"";""
"Schildersbuurt Zuid";0;0;"";""
"Schrijversbuurt";0;0;"";""
"Staatsliedenbuurt Oost";0;0;"";""
"Het Laar";"";"";"";""
"Trouwlaan";0;0;"";""
"Uitvindersbuurt";0;0;"";""
"Sint Anna Noord";0;0;"";""
"Sint Anna Zuid";0;0;"";""
"Bomenbuurt West";0;0;"";""
"Bomenbuurt Midden";0;0;"";""
"Bomenbuurt Oost";0;0;"";""
"VGL-terrein";"";0;"";""
"Talentsquare";"";"";"";""
"Spoorlaan";"";"";"";""
"Bouwmeestersbuurt Noord";0;0;"";""
"Bouwmeestersbuurt Zuid";0;0;"";""
"Textielbuurt West";0;0;"";""
"Textielbuurt Oost";0;0;"";""
"Nassaubuurt";0;0;"";""
"Kasteel West";0;0;"";""
"Kasteel Oost";0;0;"";""
"Goirke Noord";0;0;"";""
"Pastorieklamp West";0;0;"";""
"Pastorieklamp Oost";0;0;"";""
"Sint Pieterspark";0;0;"";""
"Hoefstraat Noord";0;0;"";""
"Padua";0;0;"";""
"Hoefstraat Zuid";0;0;"";""
"Besterd";0;0;"";""
"Rosmolen";0;0;"";""
"Loven Noord";0;0;"";""
"Loven Zuid";0;0;"";""
"Loven Oost";0;0;"";""
"Theresia West";0;0;"";""
"Theresia Midden";0;0;"";""
"Theresia Oost";0;0;"";""
"Spoorzone Noord-West";"";"";"";""
"Spoorzone Noord-Oost";"";"";"";""
"Smariusterrein";"";"";"";""
"Ind.terrein Kanaalzone Noord";0;0;"";""
"Ind.terrein Kanaalzone Noord-Oost";"";"";"";""
"Melis Stokestraat";0;0;"";""
"Ind.terrein Kanaalzone Oost";"";"";"";""
"Ind.terrein Kanaalzone Zuid";"";"";"";""
"Kanaalzone Bosscheweg";"";"";"";""
"Moerenburg";"";0;"";""
"Leijpark";"";"";"";""
"Koningshoeven";"";0;"";""
"Elisabethziekenhuis";"";"";"";""
"Leijhoeven";"";"";"";""
"Ezelvense Akkers";0;0;"";""
"Landbouwbuurt";"";0;"";""
"Vogeltjesbuurt West";0;0;"";""
"Vogeltjesbuurt Oost";0;0;"";""
"Visserijbuurt";0;0;"";""
"Groenewoud Oost";"";0;"";""
"Groenewoud Midden";0;0;"";""
"Groenewoud West";0;0;"";""
"Groenewoud Zuid";"";"";"";""
"Stappegoor Noord";0;0;"";""
"Zuiderpark";0;0;"";""
"Stappegoor Zuid";0;0;"";""
"Bedrijventerrein Het Laar";"";"";"";""
"Goirleseweg West";"";"";"";""
"De Blaak Noord-West";0;0;"";""
"De Blaak Noord-Oost";0;0;"";""
"De Blaak Zuid-West";1;1;"";""
"De Blaak Zuid-Oost";0;0;"";""
"Friezenlaan";0;0;"";""
"Burgemeestersbuurt";0;0;"";""
"Staatsliedenbuurt West";0;0;"";""
"Universiteit";"";"";"";""
"Abdij- en Torenbuurt";0;0;"";""
"Universiteit Campus";"";"";"";""
"Kastelenbuurt Noord";0;0;"";""
"Kastelenbuurt Zuid";0;0;"";""
"Sportweg";"";"";"";""
"Notre Dame";0;0;"";""
"Tweestedenziekenhuis";"";"";"";""
"Het Zand Noord-West";0;0;"";""
"Het Zand Noord-Oost";0;0;"";""
"Jagersbuurt West";0;0;"";""
"Jagersbuurt Oost";0;0;"";""
"Luchthavenbuurt West";0;0;"";""
"Luchthavenbuurt Oost";0;0;"";""
"Westermarkt";0;0;"";""
"Tiendschuur";0;0;"";""
"Vijverlaan";0;0;"";""
"Station Universiteit";0;0;"";""
"Bokhamer West";"";"";"";""
"Bokhamer";0;0;"";""
"Rooi Pannen";"";"";"";""
"Wandelbos Noord-West";"";"";"";""
"Kruidenbuurt West";0;0;"";""
"Kruidenbuurt Oost";0;0;"";""
"Kruidenbuurt Zuid";0;0;"";""
"Kleurenbuurt Noord";"";"";"";""
"Het Wandelbos / Drijflanen";0;0;"";""
"Auteursbuurt";0;0;"";""
"Kleurenbuurt Zuid";0;0;"";""
"De Oude Warande";"";"";"";""
"Stokhasselt Noord-West";0;0;"";""
"Stokhasselt Noord-Oost";0;0;"";""
"Stokhasselt West";0;0;"";""
"Stokhasselt Oost";0;0;"";""
"Stokhasselt Zuid-West";0;0;"";""
"Stokhasselt Zuid-Oost";0;0;"";""
"Stokhasselt Zuid";0;0;"";""
"Heikant Noord-West";0;0;"";""
"Heikant Noord-Oost";0;0;"";""
"Heikant West";0;0;"";""
"Heikant Oost";0;0;"";""
"Heikant Zuid-West";0;0;"";""
"Heikant Zuid-Oost";0;0;"";""
"Lijnse Hoek West";0;0;"";""
"Lijnse Hoek Oost";0;0;"";""
"Quirijnstok Noord-West";0;0;"";""
"Quirijnstok Noord-Oost";0;0;"";""
"Quirijnstok West";0;0;"";""
"Quirijnstok Zuid-West";1;1;"";""
"Quirijnstok Zuid-Oost";0;0;"";""
"Quirijnstokpark";"";"";"";""
"Ind.terrein Loven Noord";"";"";"";""
"Ind.terrein Loven Zuid";"";"";"";""
"Bosscheweg";0;0;"";""
"Moerse Dreef";"";"";"";""
"Gesworen Hoek West";0;0;"";""
"Gesworen Hoek Zuid";0;0;"";""
"Gesworen Hoek Oost";0;0;"";""
"Huibeven West";0;0;"";""
"Huibeven Midden";0;0;"";""
"Huibeven Oost";0;0;"";""
"Huibeven Zuid";"";"";"";""
"Campenhoef West";"";0;"";""
"Campenhoef Midden";0;0;"";""
"Campenhoef Oost";"";0;"";""
"Heyhoef";"";"";"";""
"Heerevelden West";0;0;"";""
"Heerevelden Oost";0;0;"";""
"Dongewijk Noord";0;0;"";""
"Dongewijk Zuid";0;0;"";""
"De Kievit Noord-West";0;0;"";""
"De Kievit Noord-Oost";0;0;"";""
"De Kievit Zuid-West";0;0;"";""
"De Kievit Zuid-Oost";0;0;"";""
"Lange Rekken";"";"";"";""
"Reeshofweide";"";"";"";""
"Dalemweide";"";"";"";""
"Leeuwerik West";0;0;"";""
"Leeuwerik Midden";"";0;"";""
"Leeuwerik Oost";0;0;"";""
"Leeuwerik Zuid";0;0;"";""
"Dalem Noord I";0;0;"";""
"Dalem Noord II";0;1;"";""
"Stadsrand Dalem Noord";0;0;"";""
"Dalem Zuid I";0;0;"";""
"Dalem Zuid II";0;1;"";""
"Stadsrand Dalem Zuid";0;0;"";""
"Koolhoven Noord";0;"";"";""
"Koolhoven Zuid";0;0;"";""
"Koolhoven Buiten";0;0;"";""
"Buitengebied Koolhoven";"";"";"";""
"Koolhoven Oost";"";0;"";""
"Witbrant West";0;"";"";""
"Witbrant Oost";1;1;"";""
"Buitengebied Witbrant";"";"";"";""
"Buitengebied Kraaiven West";"";"";"";""
"Buitengebied Kraaiven Oost";"";"";"";""
"Bedrijventerrein Kraaiven West";"";"";"";""
"Bedrijventerrein Kraaiven";"";"";"";""
"Bedrijventerrein Kraaiven PDV";"";"";"";""
"Bedrijventerrein Vossenberg West II";"";"";"";""
"Bedrijventerrein Vossenberg West I";"";"";"";""
"Bedrijventerrein Vossenberg Scheg";"";"";"";""
"Bedrijventerrein Vossenberg";"";"";"";""
"Bedrijventerrein Vossenberg Scheg Oost";"";"";"";""
"Bedrijventerrein Vossenberg PDV";"";"";"";""
"Bedrijventerrein Albion";"";"";"";""
"De Katsbogten";"";"";"";""
"Tradepark 58 Noord";"";"";"";""
"Tradepark 58 Zuid";"";"";"";""
"Buitengebied Zuid-Oost";0;0;"";""
"Wijkevoort";"";"";"";""
"Buitengebied Gilzerbaan West";0;0;"";""
"Buitengebied Gilzerbaan Oost";"";"";"";""
"Amarant Piusoord";"";"";"";""
"Buitengebied Noord-Oost";0;0;"";""
"Rugdijk-Hazennest";0;0;"";""
"Oostkamer West";"";"";"";""
"Buitengebied Noord-West";0;0;"";""
"Bedrijventerrein Schepersven";"";"";"";""
"Oostkamer Oost";0;0;"";""
"Buitengebied B-E Noord-West";0;0;"";""
"Buitengebied B-E Noord-Oost";0;0;"";""
"Bedrijventerrein Rhijnkant";"";0;"";""
"Berkel Noord";1;1;"";""
"Berkelse Akkers";0;0;"";""
"Ruiven";0;1;"";""
"Eikenbosch";0;0;"";""
"Koningsoord";0;0;"";""
"Rauwbraken";0;0;"";""
"Enschot Oost";0;0;"";""
"Enschot Midden";0;0;"";""
"Enschotse Akkers";0;0;"";""
"Bedrijventerrein Enschot";"";"";"";""
"Enschot West";"";"";"";""
"Enschot Zuid";0;0;"";""
"Buitengebied B-E Zuid-West";"";"";"";""
"Buitengebied B-E Zuid-Oost";"";"";"";""
"Buitengebied B-E Zuid";"";"";"";""
"Groenstraat";0;0;"";""
"Achthoeven";0;1;"";""
"Den Bogerd";0;0;"";""
"De Mortel";0;0;"";""
"De Kuil";0;0;"";""
"Zeshoeven";1;1;"";""
"Bedrijventerrein Kreitenmolen";0;0;"";""
"Buitengebied Udenhout Zuid-Oost";0;0;"";""
"Buitengebied Udenhout Zuid-West";0;0;"";""
"Buitengebied Udenhout Noord";0;0;"";""
"Kern Biezenmortel";0;0;"";""
"Huize AssisiÃ«";"";"";"";""
"Buitengebied Biezenmortel";"";"";"";""
"Tubbergen-Dorp";1;2;"";""
"Verspreide huizen Manderveen";0;0;"";""
"Verspreide huizen Tubbergen";0;0;"";""
"Albergen kern";0;1;"";""
"Verspreide huizen Albergen";0;1;"";""
"Harbrinkhoek kern";0;0;"";""
"Mariaparochie";0;0;"";""
"Verspreide huizen Harbrinkhoek";0;0;"";""
"Geesteren kern";1;1;"";""
"Verspreide huizen Geesteren";0;0;"";""
"Langeveen kern";0;0;"";""
"Verspreide huizen Langeveen";0;0;"";""
"Vasse kern";0;0;"";""
"Verspreide huizen Hezingen";0;0;"";""
"Verspreide huizen Vasse";0;0;"";""
"Verspreide huizen Mander";0;0;"";""
"Reutum kern";0;0;"";""
"Verspreide huizen Haarle";0;0;"";""
"Verspreide huizen Reutum";0;0;"";""
"Fleringen kern";0;0;"";""
"Verspreide huizen Fleringen";0;0;"";""
"Verspreide huizen Vriezenveen ten westen van kanaal";"";"";"";""
"Verspreide huizen Vriezenveen West Industrieterrein";"";"";"";""
"Verspreide huizen ten oosten van kanaal";0;0;"";""
"Vriezenveen-Midden";1;1;"";""
"Vriezenveen Westeinde";0;0;"";""
"Vriezenveen Elzenhoek";1;1;"";""
"Vriezenveen-Centrum";1;1;"";""
"Vriezenveen Oosteinde en Slot";0;0;"";""
"Westerhaar-Oost";0;0;"";""
"Westerhaar-West";0;0;"";""
"Vriezenveensewijk";0;0;"";""
"Verspreide huizen Westerhaar-Vriezenveensewijk-West";"";"";"";""
"Verspreide huizen Westerhaar-Vriezenveensewijk-Oost";0;0;"";""
"Buurtschap Meer";0;0;"";""
"Den Ham";1;0;"";""
"Buurtschap Linde";0;0;"";""
"Buurtschap Magele";0;0;"";""
"Geerdijk-West";0;0;"";""
"Vroomshoop-West";1;1;"";""
"Vroomshoop Industrieterein";0;0;"";""
"Geerdijk-Oost";0;0;"";""
"Vroomshoop-Oost";0;1;"";""
"Verspreide huizen Vroomshoop-Oost";0;0;"";""
"Verspreide huizen De Westerhoeve";0;0;"";""
"Verspreide huizen Vriezenveen-Noord";"";"";"";""
"Verspreide huizen De Pollen";0;0;"";""
"Verspreide huizen Vriezenveen-Zuid";"";"";"";""
"Zuidlaren";1;"";"";""
"Zuid-Es";1;1;"";""
"Verspreide huizen Zuidlaren";"";"";"";""
"De Groeve";0;0;"";""
"Verspreide huizen De Groeve";0;0;"";""
"Zuidlaarderveen";0;0;"";""
"Verspreide huizen Zuidlaarderveen";0;0;"";""
"Midlaren";0;0;"";""
"Verspreide huizen Midlaren";0;0;"";""
"Westlaren";0;1;"";""
"Westlaren Noord";"";0;"";""
"Verspreide huizen Westlaren";"";"";"";""
"Westlaren-West";"";"";"";""
"Schuilingsoord";0;0;"";""
"Verspreide huizen Schuilingsoord";0;0;"";""
"Paterswolde";"";"";"";""
"Verspreide huizen Paterswolde";"";"";"";""
"Eelde";2;2;"";""
"Oosterbroek en vliegveld";0;0;"";""
"Verspreide huizen Eelde";0;0;"";""
"Eelderwolde";0;0;"";""
"Verspreide huizen Eelderwolde";1;2;"";""
"Vries";1;2;"";""
"Verspreide huizen Vries";0;0;"";""
"Donderen";0;0;"";""
"Verspreide huizen Donderen";0;0;"";""
"Bunne";0;0;"";""
"Winde";0;0;"";""
"Verspreide huizen Winde";"";"";"";""
"Verspreide huizen Bunne";0;0;"";""
"Yde";0;0;"";""
"De Punt";0;0;"";""
"Verspreide huizen De Punt";"";"";"";""
"Verspreide huizen Yde";0;0;"";""
"Tynaarlo";0;1;"";""
"Verspreide huizen Tynaarlo";0;0;"";""
"Zeegse";0;0;"";""
"Oudemolen";0;0;"";""
"Taarlo";"";0;"";""
"Verspreide huizen Zeegse";0;0;"";""
"Verspreide huizen Oudemolen";"";"";"";""
"Verspreide huizen Taarlo";"";"";"";""
"Zeijen";0;0;"";""
"Verspreide huizen Zeijen";0;0;"";""
"Burgum";2;3;"";""
"Verspreide huizen Burgum";0;0;"";""
"Aldtsjerk";0;0;"";""
"Oentsjerk";1;1;"";""
"Verspreide huizen Wyns";0;0;"";""
"Verspreide huizen Aldtsjerk";"";0;"";""
"Verspreide huizen Oentsjerk";"";0;"";""
"MÃ»nein";0;0;"";""
"Gytsjerk";1;1;"";""
"Verspreide huizen MÃ»nein";"";0;"";""
"Verspreide huizen Gytsjerk";"";0;"";""
"Ryptsjerk";0;0;"";""
"Verspreide huizen Ryptsjerk";0;0;"";""
"Tytsjerk";0;1;"";""
"SuwÃ¢ld";0;0;"";""
"Verspreide huizen Tytsjerk";"";"";"";""
"Verspreide huizen SuwÃ¢ld";"";"";"";""
"EarnewÃ¢ld";0;0;"";""
"Garyp";0;1;"";""
"Verspreide huizen EarnewÃ¢ld";0;0;"";""
"Verspreide huizen Garyp";0;0;"";""
"Sumar";0;0;"";""
"Verspreide huizen Sumar";0;0;"";""
"Eastermar";1;1;"";""
"Jistrum";0;0;"";""
"Verspreide huizen Eastermar";0;0;"";""
"Verspreide huizen Jistrum";0;0;"";""
"Noordburgum";0;1;"";""
"Verspreide huizen Noordburgum";0;0;"";""
"Hurdegaryp";1;2;"";""
"Verspreide huizen Hurdegaryp";0;0;"";""
"Centrum";0;0;"";""
"Bogerd-Vijfhuis";1;1;"";""
"Moleneind-Groenewoud";0;1;"";""
"Flatwijk";0;0;"";""
"Bitswijk";1;2;"";""
"Hoevenseveld";0;0;"";""
"Schutveld";0;0;"";""
"Buurtschap Hoeven";0;0;"";""
"Hoeven";1;1;"";""
"Melle";1;2;"";""
"Raam";1;1;"";""
"Sportpark Volkelseweg";0;0;"";""
"Zoggel";1;2;"";""
"Vluchtoord";0;0;"";""
"Loopkant-Liessent-Goorkens";0;0;"";""
"Hoenderbos-Velmolen";1;2;"";""
"Eikenheuvel";0;0;"";""
"Buitengebied Uden-Oost";0;0;"";""
"Buitengebied Uden-Zuid";0;0;"";""
"Buitengebied Uden-West";0;0;"";""
"Buitengebied Maashorst";0;0;"";""
"Kom Volkel";0;1;"";""
"Vliegbasis Volkel";"";"";"";""
"Buitengebied-Volkel";0;0;"";""
"Odiliapeel";0;1;"";""
"Buitengebied-Odiliapeel";0;0;"";""
"De Koog";1;1;"";""
"De Kleis";1;1;"";""
"Waldijk";0;1;"";""
"Oude Dorp";1;1;"";""
"Bedrijventerrein";0;0;"";""
"Buitengebied";0;0;"";""
"Dorpscentrumcentrum";0;0;"";""
"Thamerdal";0;0;"";""
"Zijdelwaard";1;1;"";""
"Legmeer";1;1;"";""
"Langs de Vuurlinie";0;0;"";""
"Veilinggebied";0;0;"";""
"Meerwijk";1;1;"";""
"Bedrijventerrein";0;0;"";""
"Meerwijk";1;1;"";""
"Glastuinbouwgebied";0;0;"";""
"Veenweidegebied";0;0;"";""
"Urk-Kom";0;0;"";""
"Toppad";"";"";"";""
"Urk-Noord";0;0;"";""
"Havens en industrieterrein";0;0;"";""
"De Reede";0;0;"";""
"Urkerhard";0;1;"";""
"De Top";0;1;"";""
"Buitengebied";"";"";"";""
"De Staart";1;1;"";""
"Urkerland";0;1;"";""
"Industrieterrein II";"";"";"";""
"Welgelegen, Den Hommel";0;0;"";""
"Oog in Al";0;1;"";""
"Halve Maan-Zuid";0;0;"";""
"Halve Maan-Noord";0;0;"";""
"Lombok-Oost";0;0;"";""
"Leidseweg en omgeving";0;0;"";""
"Lombok-West";0;0;"";""
"Laan van Nieuw-Guinea, Spinozaweg e.o.";0;0;"";""
"Nieuw Engeland, Th. a. Kempisplantsoen en omgeving";0;0;"";""
"Schepenbuurt, Cartesiusweg e.o.";0;0;"";""
"Bedrijventerrein Lageweide";0;0;"";""
"Pijlsweerd-Zuid";0;0;"";""
"Pijlsweerd-Noord";0;0;"";""
"Nijenoord, Hoogstraat en omgeving";0;0;"";""
"Ondiep";0;0;"";""
"2e Daalsebuurt en omgeving";0;0;"";""
"Egelantierstraat, MariÃ«ndaalstraat e.o.";0;0;"";""
"Julianapark en omgeving";0;0;"";""
"Elinkwijk en omgeving";0;0;"";""
"Prins Bernhardplein en omgeving";0;0;"";""
"Geuzenwijk";0;0;"";""
"Schaakbuurt en omgeving";0;0;"";""
"Queeckhovenplein en omgeving";0;0;"";""
"Zuilen-Noord";0;0;"";""
"Taag- en Rubicondreef en omgeving";0;1;"";""
"Wolga- en Donaudreef en omgeving";0;0;"";""
"Zamenhofdreef en omgeving";0;0;"";""
"Neckardreef en omgeving";"";1;"";""
"Vechtzoom-zuid";1;1;"";""
"Vechtzoom-noord, Klopvaart";0;0;"";""
"Bedrijventerrein en omgeving";"";0;"";""
"Zambesidreef en omgeving";0;0;"";""
"Tigrisdreef en omgeving";0;0;"";""
"Poldergebied Overvecht";"";0;"";""
"Vogelenbuurt";0;0;"";""
"Lauwerecht";0;0;"";""
"Staatsliedenbuurt";0;0;"";""
"Tuinwijk-West";0;0;"";""
"Tuinwijk-Oost";0;0;"";""
"Tuindorp en Van Lieflandlaan-West";1;1;"";""
"Tuindorp-Oost";0;0;"";""
"Voordorp en Voorveldsepolder";1;1;"";""
"Huizingalaan, K. Doormanlaan en omgeving";0;0;"";""
"Zeeheldenbuurt, Hengeveldstraat en omgeving";0;0;"";""
"Wittevrouwen";0;0;"";""
"Buiten Wittevrouwen";0;0;"";""
"Oudwijk";0;0;"";""
"Abstede, Tolsteegsingel e.o.";0;0;"";""
"Sterrenwijk";"";0;"";""
"Rubenslaan en omgeving";0;0;"";""
"Watervogelbuurt";0;0;"";""
"L. Napoleonplantsoen en omgeving";0;0;"";""
"Maarschalkerweerd en Mereveld";0;0;"";""
"Schildersbuurt";0;0;"";""
"Wilhelminapark en omgeving";0;1;"";""
"Utrecht Science Park";0;"";"";""
"Rijnsweerd";0;1;"";""
"Galgenwaard en omgeving";"";"";"";""
"Domplein, Neude, Janskerkhof";0;0;"";""
"Lange Elisabethstraat, Mariaplaats en omgeving";0;0;"";""
"Hoog-Catharijne NS en Jaarbeurs";0;0;"";""
"Wijk C";"";0;"";""
"Breedstraat en Plompetorengracht en omgeving";0;0;"";""
"Nobelstraat en omgeving";0;"";"";""
"Springweg en omgeving Geertebuurt";0;0;"";""
"Lange Nieuwstraat en omgeving";0;0;"";""
"Nieuwegracht-Oost";0;0;"";""
"Bleekstraat en omgeving";"";"";"";""
"Hooch Boulandt";0;0;"";""
"Lunetten-Noord";0;0;"";""
"Lunetten-Zuid";1;1;"";""
"Tolsteeg en Rotsoord";0;0;"";""
"Oud Hoograven-Noord";0;0;"";""
"Oud Hoograven-Zuid";0;0;"";""
"Bokkenbuurt";0;0;"";""
"Nieuw Hoograven-Noord";0;0;"";""
"Nieuw Hoograven-Zuid";0;1;"";""
"Dichterswijk";0;0;"";""
"Rivierenwijk";0;1;"";""
"Bedrijvengebied Kanaleneiland";"";"";"";""
"Transwijk-Zuid";0;0;"";""
"Transwijk-Noord";0;0;"";""
"Kanaleneiland-Zuid";0;0;"";""
"Kanaleneiland-Noord";0;1;"";""
"Bedrijventerrein De Wetering";"";"";"";""
"Terwijde-West";1;1;"";""
"Terwijde-Oost";1;1;"";""
"Het Zand-West";1;1;"";""
"Het Zand-Oost";1;1;"";""
"Leidsche Rijn-Centrum";"";0;"";""
"Grauwaart";0;0;"";""
"Hoge Weide";1;1;"";""
"Leeuwesteyn";"";"";"";""
"Parkwijk-Noord";0;1;"";""
"Parkwijk-Zuid";0;1;"";""
"Langerak";1;1;"";""
"Rijnvliet";0;1;"";""
"Bedrijvengebied Strijkviertel";"";"";"";""
"Bedrijvengebied Papendorp";"";"";"";""
"Haarrijn";0;0;"";""
"Haarzuilens en omgeving";0;0;"";""
"Vleuten";1;2;"";""
"MÃ¡ximapark";0;0;"";""
"Vleuterweide-West";1;1;"";""
"Vleuterweide-Noord/Oost/Centrum";1;1;"";""
"Vleuterweide-Zuid";1;1;"";""
"Veldhuizen";1;2;"";""
"De Meern-Noord";1;2;"";""
"De Meern-Zuid";1;2;"";""
"Bedrijvengebied Oudenrijn";0;0;"";""
"Rijnenburg";0;0;"";""
"Doorn-Centrum";0;1;"";""
"Doorn - Boswijk";0;0;"";""
"Doorn-Noordwest";0;0;"";""
"Doorn-Zuid";0;0;"";""
"Doorn-Zuidoost";0;1;"";""
"Doorn - Kaapse Bossen";0;0;"";""
"Doorn - Hydepark-Moleneind";0;0;"";""
"Doorn - Moersbergen-Tuilland";0;0;"";""
"Driebergen - Heidestein-Bornia-Noordhout";0;0;"";""
"Driebergerbroek-Sterkenburg";0;0;"";""
"Driebergen-Noord";0;0;"";""
"Driebergen - Stationsgebied";0;0;"";""
"Driebergen-Noordwest";0;0;"";""
"Driebergen-Centrum";1;1;"";""
"Driebergen-West";0;1;"";""
"Driebergen-Zuidwest";1;1;"";""
"Driebergen-Oost en Zuid";0;1;"";""
"Driebergen - De Horst-De Akker";0;0;"";""
"Leersum-Dorp";1;2;"";""
"Leersum - Maarsbergseweg";0;0;"";""
"Leersum - Hoogstraat";0;0;"";""
"Leersum - Darthuizen-Zuylestein";0;0;"";""
"Leersumse Veld-De Kop";0;0;"";""
"Leersum - Ginkel";0;0;"";""
"Amerongen-Dorp";1;1;"";""
"Overberg";0;0;"";""
"Amerongse Berg";"";0;"";""
"Ameronger Bovenpolder-uiterwaarden";"";0;"";""
"Maarn-Dorp";1;1;"";""
"Maarsbergen-Dorp";0;0;"";""
"Maarsbergen-Valkenheide";0;0;"";""
"Maarn - Maarsbergen - Bosgebied";0;0;"";""
"Maarsbergen - De Meent";0;0;"";""
"Vijlen";0;1;"";""
"Mamelis";"";"";"";""
"Harles";"";"";"";""
"Lemiers";0;0;"";""
"Holset";0;0;"";""
"Raren";0;0;"";""
"Wolfhaag";0;0;"";""
"Verspreide huizen Cottessen-Camerig";"";0;"";""
"Vaals";1;1;"";""
"Valkenburg";0;0;"";""
"Broekhem Zuid";0;0;"";""
"Broekhem Noord";0;0;"";""
"Emmaberg";0;0;"";""
"De Heek";0;0;"";""
"De Valkenberg";"";"";"";""
"Hekerbeek";0;0;"";""
"Plenkert";0;0;"";""
"Euverem";"";"";"";""
"Sint Gerlach";0;0;"";""
"Vroenhof";0;0;"";""
"Strabeek";"";0;"";""
"Houthemerveld";"";"";"";""
"Ravensbosch";"";"";"";""
"Schin op Geul";0;0;"";""
"Schoonbron";0;0;"";""
"Oud-Valkenburg";0;0;"";""
"Strucht";0;0;"";""
"Gerendal";"";"";"";""
"Keutenberg - Sousberg";0;0;"";""
"De Kluis";"";"";"";""
"Sibbe";0;0;"";""
"IJzeren";0;0;"";""
"Vilterveld";"";"";"";""
"Berg";1;1;"";""
"Terblijt";0;0;"";""
"Vilt";0;0;"";""
"Geulhem";"";"";"";""
"Rasberg";"";"";"";""
"Bergse Heide";"";"";"";""
"Vilter Heide";"";"";"";""
"Walem";0;0;"";""
"Centrum";1;1;"";""
"Geenhoven";1;1;"";""
"Turfberg-Noord";0;0;"";""
"Turfberg-Zuid";1;1;"";""
"Hoge Akkers";1;1;"";""
"Kerkakkers";0;1;"";""
"Het Gegraaf";0;1;"";""
"Industrieterrein Schaapsloop";0;0;"";""
"Verspreide huizen Turfbergse Heide Nederheide";0;0;"";""
"De Belleman";0;0;"";""
"Agnetendal";0;1;"";""
"Schepelweijen";1;1;"";""
"Brouwershof";0;1;"";""
"Keersop";0;0;"";""
"Keersopperbeemden";0;1;"";""
"Dommelen";0;1;"";""
"Borkel";0;0;"";""
"Schaft";0;0;"";""
"Verspreide huizen Klein Borkel en Achterste Brug";0;0;"";""
"Verspreide huizen Malpiebergse- en Opperheide";0;0;"";""
"Veendam-Centrum";0;0;"";""
"Veendam-Oude Ae";0;1;"";""
"Veendam-Middenweg en omgeving";0;0;"";""
"Veendam en omgeving station";0;0;"";""
"Veendam-Zuid";0;0;"";""
"Veendam-Sorghvliet";1;2;"";""
"Veendam-industriegebied";0;0;"";""
"Buitenwoel";1;1;"";""
"Borgercompagnie (gedeeltelijk)";0;0;"";""
"Ommelanderwijk";0;0;"";""
"Zuidwending";0;0;"";""
"Verspreide huizen";0;0;"";""
"Wildervank";0;1;"";""
"Boven-Wildervank";0;0;"";""
"Bareveld";0;0;"";""
"Wildervanksterdallen";0;0;"";""
"Verspreide huizen";0;0;"";""
"Meesterweide";0;0;"";""
"Schrijverswijk";0;0;"";""
"Achterkerk";0;0;"";""
"Koopcentrum";0;0;"";""
"Dragonder Noord";0;1;"";""
"Dragonder Zuid";0;1;"";""
"De Compagnie Oost";0;0;"";""
"Spitsbergen";0;0;"";""
"Dragonder Oost";0;0;"";""
"Groenpoort";0;1;"";""
"Buurtstede";1;1;"";""
"Veenderij";0;1;"";""
"Engelenburg";1;1;"";""
